"Source","Group","ID","PATSQL_solution","PATSQL_time"
"CUBES-spider","cre_Doc_Tracking_DB","0038","No solution found","TimeOut"
"CUBES-spider","cre_Doc_Tracking_DB","0037","No solution found","TimeOut"
"CUBES-spider","cre_Doc_Tracking_DB","0039","
SELECT
    destruction_authorised_by_employee_id,
    count(document_id) 
FROM
    documents_to_be_destroyed 
GROUP BY
    destruction_authorised_by_employee_id 
ORDER BY
    destruction_authorised_by_employee_id ASC","3"
"CUBES-spider","activity_1","0040","No solution found","TimeOut"
"CUBES-spider","college_3","0009","No solution found","TimeOut"
"CUBES-spider","college_3","0015","
SELECT
    fname 
FROM
    student","0"
"CUBES-spider","college_3","0014","
SELECT
    cname 
FROM
    course","0"
"CUBES-spider","college_3","0013","
SELECT
    cid,
    cname,
    credits,
    instructor,
    days,
    hours,
    dno 
FROM
    course 
ORDER BY
    credits ASC,
    dno DESC,
    cname ASC","8"
"CUBES-spider","college_3","0012","
SELECT
    dname 
FROM
    department 
WHERE
    building = 'Mergenthaler'","0"
"CUBES-spider","activity_1","0042","No solution found","TimeOut"
"CUBES-spider","college_3","0019","No solution found","TimeOut"
"CUBES-spider","activity_1","0041","No solution found","TimeOut"
"CUBES-spider","college_3","0018","
SELECT
    fname 
FROM
    faculty 
WHERE
    rank = 'Professor' 
ORDER BY
    fname ASC","1"
"CUBES-spider","activity_1","0044","
SELECT
    T1.stuid 
FROM
    activity AS T0 
JOIN
    participates_in AS T1 
        ON T0.actid = T1.actid 
WHERE
    T0.activity_name = 'Canoeing' 
    OR T0.activity_name <> 'Kayaking' 
GROUP BY
    T1.stuid 
ORDER BY
    T1.stuid ASC","36"
"CUBES-spider","college_3","0017","
SELECT
    lname 
FROM
    faculty 
WHERE
    building = 'Barton' 
ORDER BY
    lname ASC","1"
"CUBES-spider","activity_1","0043","No solution found","TimeOut"
"CUBES-spider","college_3","0016","
SELECT
    lname 
FROM
    student 
WHERE
    sex = 'F'","1"
"CUBES-spider","cre_Doc_Tracking_DB","0034","
SELECT
    location_code,
    count(document_id) 
FROM
    document_locations 
GROUP BY
    location_code 
ORDER BY
    location_code ASC","2"
"CUBES-spider","e_learning","0001","
SELECT
    max(course_id) 
FROM
    courses","7"
"CUBES-spider","cre_Doc_Tracking_DB","0033","
SELECT
    T1.date_in_location_from,
    T1.date_in_locaton_to 
FROM
    all_documents AS T0 
JOIN
    document_locations AS T1 
        ON T0.document_id = T1.document_id 
WHERE
    T0.document_name = 'Robin CV'","4"
"CUBES-spider","cre_Doc_Tracking_DB","0036","
SELECT
    location_code 
FROM
    document_locations 
GROUP BY
    location_code 
HAVING
    count(document_id) >= 3 
ORDER BY
    location_code ASC","16"
"CUBES-spider","cre_Doc_Tracking_DB","0035","
SELECT
    max(location_code) 
FROM
    document_locations 
WHERE
    document_id > 1","2"
"CUBES-spider","e_learning","0002","
SELECT
    course_description 
FROM
    courses 
WHERE
    course_name = 'database'","0"
"CUBES-spider","cre_Doc_Tracking_DB","0030","
SELECT
    location_code 
FROM
    document_locations 
GROUP BY
    location_code","1"
"CUBES-spider","cre_Doc_Control_Systems","0031","
SELECT
    T0.employee_name 
FROM
    employees AS T0 
LEFT JOIN
    circulation_history AS T1 
        ON T0.employee_id = T1.employee_id 
WHERE
    T1.document_id IS NULL 
ORDER BY
    T0.employee_name ASC","3"
"CUBES-spider","college_3","0011","
SELECT
    room 
FROM
    faculty 
WHERE
    rank = 'Professor' 
    AND building = 'NEB'","1"
"CUBES-spider","cre_Doc_Control_Systems","0032","
SELECT
    T0.employee_name,
    T0.employee_id 
FROM
    employees AS T0 
JOIN
    circulation_history AS T1 
        ON T0.employee_id = T1.document_id 
WHERE
    T0.employee_id = 1","1"
"CUBES-spider","college_3","0010","
SELECT
    fname,
    lname 
FROM
    faculty 
WHERE
    sex = 'M' 
    AND building = 'NEB'","1"
"CUBES-spider","cre_Doc_Tracking_DB","0032","
SELECT
    location_code,
    date_in_location_from,
    date_in_locaton_to 
FROM
    document_locations","0"
"CUBES-spider","cre_Doc_Tracking_DB","0031","
SELECT
    T0.location_name 
FROM
    ref_locations AS T0 
JOIN
    all_documents AS T1 
        ON T0.location_description = T1.document_description 
JOIN
    document_locations AS T2 
        ON T0.location_code = T2.location_code 
        AND T1.document_id = T2.document_id 
WHERE
    T1.document_name = 'Robin CV'","34"
"CUBES-spider","cre_Doc_Control_Systems","0030","
SELECT
    T0.employee_name 
FROM
    employees AS T0 
JOIN
    circulation_history AS T1 
        ON T0.employee_id = T1.document_id 
WHERE
    T0.employee_id = 1","1"
"CUBES-spider","cre_Doc_Tracking_DB","0009","
SELECT
    T0.day_number,
    T1.date_stored 
FROM
    ref_calendar AS T0 
JOIN
    all_documents AS T1 
        ON T0.calendar_date = T1.date_stored","0"
"CUBES-spider","e_learning","0009","
SELECT
    date_test_taken 
FROM
    student_tests_taken 
WHERE
    test_result = 'Pass'","0"
"CUBES-spider","cre_Doc_Control_Systems","0024","
SELECT
    T1.document_id 
FROM
    ref_shipping_agents AS T0 
JOIN
    documents AS T1 
        ON T0.shipping_agent_code = T1.shipping_agent_code 
WHERE
    T1.document_status_code = 'done' 
    AND T1.document_type_code = 'Paper' 
    AND T0.shipping_agent_name <> 'USPS' 
ORDER BY
    T1.document_id ASC","1"
"CUBES-spider","cre_Doc_Tracking_DB","0008","
SELECT
    date_stored 
FROM
    all_documents 
WHERE
    document_name = 'Marry CV'","0"
"CUBES-spider","e_learning","0008","
SELECT
    max(registration_id) 
FROM
    student_course_enrolment","2"
"CUBES-spider","cre_Doc_Control_Systems","0025","
SELECT
    T1.document_id 
FROM
    ref_shipping_agents AS T0 
JOIN
    documents AS T1 
        ON T0.shipping_agent_code = T1.shipping_agent_code 
WHERE
    T1.document_status_code = 'done' 
    AND T1.document_type_code = 'Paper' 
    AND T0.shipping_agent_name = 'USPS' 
ORDER BY
    T1.document_id ASC","1"
"CUBES-spider","cre_Doc_Control_Systems","0022","
SELECT
    T0.address_details 
FROM
    addresses AS T0 
JOIN
    documents_mailed AS T1 
        ON T0.address_id = T1.mailed_to_address_id 
WHERE
    T1.document_id = 4 
ORDER BY
    T0.address_details ASC","3"
"CUBES-spider","cre_Doc_Control_Systems","0023","
SELECT
    mailing_date 
FROM
    documents_mailed 
WHERE
    document_id = 7","1"
"CUBES-spider","cre_Doc_Tracking_DB","0005","
SELECT
    document_type_name,
    document_type_description 
FROM
    ref_document_types 
WHERE
    document_type_code = 'RV'","0"
"CUBES-spider","cre_Doc_Control_Systems","0028","
SELECT
    draft_number,
    draft_number 
FROM
    draft_copies 
WHERE
    document_id = 1","0"
"CUBES-spider","cre_Doc_Tracking_DB","0004","
SELECT
    document_type_code,
    document_type_name 
FROM
    ref_document_types","0"
"CUBES-spider","cre_Doc_Control_Systems","0029","
SELECT
    draft_number,
    draft_number 
FROM
    draft_copies 
WHERE
    document_id = 1","0"
"CUBES-spider","cre_Doc_Tracking_DB","0007","
SELECT
    count(document_id) 
FROM
    all_documents 
WHERE
    document_type_code = 'CV' 
    OR document_type_code = 'BK'","2"
"CUBES-spider","e_learning","0007","
SELECT
    count(DISTINCT student_id) 
FROM
    student_course_enrolment","0"
"CUBES-spider","cre_Doc_Control_Systems","0026","
SELECT
    draft_details 
FROM
    document_drafts 
WHERE
    document_id = 7","1"
"CUBES-spider","cre_Doc_Tracking_DB","0006","
SELECT
    document_type_code 
FROM
    ref_document_types 
WHERE
    document_type_name = 'Paper'","0"
"CUBES-spider","e_learning","0006","
SELECT
    date_of_enrolment,
    date_of_completion 
FROM
    student_course_enrolment","0"
"CUBES-spider","cre_Doc_Control_Systems","0027","
SELECT
    draft_number 
FROM
    draft_copies 
WHERE
    document_id < 2","0"
"CUBES-spider","college_3","0004","
SELECT
    cname 
FROM
    course 
WHERE
    days = 'MTW'","1"
"CUBES-spider","college_3","0003","
SELECT
    cname 
FROM
    course 
WHERE
    credits = 1","1"
"CUBES-spider","college_3","0002","
SELECT
    count(cid) 
FROM
    course 
WHERE
    credits > 2","46"
"CUBES-spider","college_3","0001","
SELECT
    count(cid) 
FROM
    course","97"
"CUBES-spider","college_3","0008","
SELECT
    max(gradepoint),
    min(gradepoint) 
FROM
    gradeconversion","1"
"CUBES-spider","college_3","0007","
SELECT
    count(DISTINCT stuid) 
FROM
    enrolled_in 
WHERE
    grade = 'B'","9"
"CUBES-spider","college_3","0006","
SELECT
    min(dphone) 
FROM
    department 
GROUP BY
    building 
HAVING
    max(dno) < 268 
    AND sum(dno) > 268","22"
"CUBES-spider","college_3","0005","
SELECT
    count(dno) 
FROM
    department 
WHERE
    division = 'AS'","1"
"CUBES-spider","cre_Doc_Tracking_DB","0001","
SELECT
    count(calendar_date) 
FROM
    ref_calendar","0"
"CUBES-spider","e_learning","0012","
SELECT
    date_of_latest_logon 
FROM
    students 
WHERE
    family_name = 'Jaskolski' 
    OR family_name = 'Langosh' 
ORDER BY
    date_of_latest_logon ASC","0"
"CUBES-spider","e_learning","0011","
SELECT
    login_name 
FROM
    students 
WHERE
    family_name = 'Ward'","0"
"CUBES-spider","cre_Doc_Tracking_DB","0003","
SELECT
    count(document_type_code) 
FROM
    ref_document_types","0"
"CUBES-spider","e_learning","0014","
SELECT
    subject_name 
FROM
    subjects","5"
"CUBES-spider","cre_Doc_Tracking_DB","0002","
SELECT
    calendar_date,
    day_number 
FROM
    ref_calendar 
ORDER BY
    calendar_date ASC","0"
"CUBES-spider","e_learning","0013","No solution found","TimeOut"
"PATSQL-StackOverflow","dev_set","067X","No solution found","TimeOut"
"CUBES-spider","cre_Doc_Control_Systems","0020","No solution found","TimeOut"
"CUBES-spider","cre_Doc_Control_Systems","0021","
SELECT
    receipt_date 
FROM
    documents 
WHERE
    document_id = 3","0"
"CUBES-spider","e_learning","0010","
SELECT
    count(registration_id) 
FROM
    student_tests_taken 
WHERE
    test_result = 'Fail'","29"
"CUBES-spider","cre_Doc_Control_Systems","0013","
SELECT
    max(T0.role_description),
    count(T0.role_code) 
FROM
    roles AS T0 
JOIN
    employees AS T1 
        ON T0.role_code = T1.role_code 
GROUP BY
    T0.role_code 
HAVING
    count(T0.role_code) > 1 
ORDER BY
    max(T0.role_description) ASC","9"
"CUBES-spider","cre_Doc_Tracking_DB","0019","
SELECT
    count(employee_id) 
FROM
    employees","0"
"CUBES-spider","cre_Doc_Control_Systems","0014","
SELECT
    T0.document_status_description 
FROM
    ref_document_status AS T0 
JOIN
    documents AS T1 
        ON T0.document_status_code = T1.document_status_code 
WHERE
    T1.document_id = 1","1"
"CUBES-spider","cre_Doc_Control_Systems","0011","
SELECT
    document_id,
    receipt_date 
FROM
    documents 
ORDER BY
    document_id ASC","0"
"CUBES-spider","cre_Doc_Control_Systems","0012","
SELECT
    max(T0.role_description),
    T0.role_code,
    count(T0.role_code) 
FROM
    roles AS T0 
JOIN
    employees AS T1 
        ON T0.role_code = T1.role_code 
GROUP BY
    T0.role_code 
ORDER BY
    T0.role_code ASC","8"
"CUBES-spider","cre_Doc_Tracking_DB","0016","
SELECT
    role_code,
    role_name,
    role_description 
FROM
    roles","0"
"CUBES-spider","e_learning","0016","
SELECT
    personal_name,
    family_name 
FROM
    students 
ORDER BY
    family_name ASC","0"
"CUBES-spider","cre_Doc_Control_Systems","0017","
SELECT
    document_id 
FROM
    documents 
WHERE
    document_status_code = 'done' 
    AND document_type_code = 'Paper' 
ORDER BY
    document_id ASC","0"
"CUBES-spider","cre_Doc_Tracking_DB","0015","
SELECT
    count(role_code) 
FROM
    roles","0"
"CUBES-spider","cre_Doc_Control_Systems","0018","
SELECT
    T0.shipping_agent_name 
FROM
    ref_shipping_agents AS T0 
JOIN
    documents AS T1 
        ON T0.shipping_agent_code = T1.shipping_agent_code 
WHERE
    T1.document_id = 2","2"
"CUBES-spider","cre_Doc_Tracking_DB","0018","
SELECT
    role_description 
FROM
    roles 
WHERE
    role_name = 'Proof Reader'","18"
"CUBES-spider","cre_Doc_Control_Systems","0015","
SELECT
    count(document_id) 
FROM
    documents 
WHERE
    document_status_code = 'done'","4"
"CUBES-spider","cre_Doc_Tracking_DB","0017","
SELECT
    role_name,
    role_description 
FROM
    roles 
WHERE
    role_code = 'MG'","0"
"CUBES-spider","e_learning","0017","
SELECT
    test_result,
    count(registration_id) 
FROM
    student_tests_taken 
GROUP BY
    test_result 
ORDER BY
    test_result DESC","0"
"CUBES-spider","cre_Doc_Control_Systems","0016","
SELECT
    document_type_code 
FROM
    documents 
WHERE
    document_id = 2","0"
"CUBES-spider","cre_Doc_Control_Systems","0019","
SELECT
    count(T0.shipping_agent_code) 
FROM
    ref_shipping_agents AS T0 
JOIN
    documents AS T1 
        ON T0.shipping_agent_code = T1.shipping_agent_code 
WHERE
    T0.shipping_agent_name = 'USPS'","97"
"CUBES-spider","cre_Doc_Tracking_DB","0012","
SELECT
    location_code,
    location_name 
FROM
    ref_locations 
ORDER BY
    location_code ASC","0"
"CUBES-spider","e_learning","0023","
SELECT
    T1.course_name,
    T1.course_description 
FROM
    subjects AS T0 
JOIN
    courses AS T1 
        ON T0.subject_id = T1.subject_id 
WHERE
    T0.subject_name = 'Computer Science'","1"
"CUBES-spider","cre_Doc_Tracking_DB","0011","
SELECT
    count(location_code) 
FROM
    ref_locations","0"
"CUBES-spider","cre_Doc_Tracking_DB","0014","
SELECT
    location_code 
FROM
    ref_locations 
WHERE
    location_name = 'Canada'","0"
"CUBES-spider","e_learning","0025","
SELECT
    T0.subject_id,
    max(T0.subject_name),
    count(T0.subject_id) 
FROM
    subjects AS T0 
JOIN
    courses AS T1 
        ON T0.subject_id = T1.subject_id 
GROUP BY
    T0.subject_id 
ORDER BY
    count(T0.subject_id) ASC","30"
"CUBES-spider","cre_Doc_Tracking_DB","0013","
SELECT
    location_name,
    location_description 
FROM
    ref_locations 
WHERE
    location_code = 'x'","0"
"CUBES-spider","e_learning","0024","
SELECT
    T0.subject_id,
    max(T0.subject_name),
    count(T0.subject_id) 
FROM
    subjects AS T0 
JOIN
    courses AS T1 
        ON T0.subject_id = T1.subject_id 
GROUP BY
    T0.subject_id 
ORDER BY
    T0.subject_id ASC","37"
"CUBES-spider","cre_Doc_Control_Systems","0010","
SELECT
    T0.role_description 
FROM
    roles AS T0 
JOIN
    employees AS T1 
        ON T0.role_code = T1.role_code 
WHERE
    T1.employee_name = 'Koby'","0"
"CUBES-spider","cre_Doc_Tracking_DB","0010","
SELECT
    T0.document_type_name 
FROM
    ref_document_types AS T0 
JOIN
    all_documents AS T1 
        ON T0.document_type_code = T1.document_type_code 
WHERE
    T1.document_name = 'How to read a book'","2"
"CUBES-spider","loan_1","0002","
SELECT
    sum(no_of_customers) 
FROM
    bank","0"
"CUBES-spider","cre_Doc_Control_Systems","0002","
SELECT
    document_status_description 
FROM
    ref_document_status 
WHERE
    document_status_code = 'working'","0"
"CUBES-spider","loan_1","0003","
SELECT
    sum(no_of_customers) 
FROM
    bank 
WHERE
    city = 'New York City'","1"
"CUBES-spider","cre_Doc_Control_Systems","0003","
SELECT
    document_type_code 
FROM
    ref_document_types 
ORDER BY
    document_type_code ASC","0"
"PATSQL-Kaggle","kaggle","1_6_T_1","
SELECT
    T1.license,
    count(T0.repo_name) 
FROM
    sample_files AS T0 
JOIN
    licenses AS T1 
        ON T0.repo_name = T1.repo_name 
GROUP BY
    T1.license 
ORDER BY
    count(T0.repo_name) DESC","4"
"CUBES-spider","loan_1","0004","
SELECT
    avg(no_of_customers) 
FROM
    bank 
WHERE
    state = 'Utah'","1"
"CUBES-spider","loan_1","0005","
SELECT
    avg(no_of_customers) 
FROM
    bank","0"
"CUBES-spider","cre_Doc_Control_Systems","0001","
SELECT
    document_status_code 
FROM
    ref_document_status 
ORDER BY
    document_status_code ASC","0"
"CUBES-spider","e_learning","0027","No solution found","TimeOut"
"CUBES-spider","cre_Doc_Control_Systems","0006","
SELECT
    shipping_agent_code 
FROM
    ref_shipping_agents 
WHERE
    shipping_agent_name = 'UPS'","0"
"CUBES-spider","e_learning","0026","
SELECT
    T1.date_of_enrolment 
FROM
    courses AS T0 
JOIN
    student_course_enrolment AS T1 
        ON T0.course_id = T1.course_id 
WHERE
    T0.course_name = 'Spanish' 
ORDER BY
    T1.date_of_enrolment DESC","6"
"CUBES-spider","cre_Doc_Control_Systems","0007","
SELECT
    role_code 
FROM
    roles 
ORDER BY
    role_code ASC","0"
"CUBES-spider","e_learning","0029","No solution found","TimeOut"
"CUBES-spider","cre_Doc_Control_Systems","0004","
SELECT
    document_type_description 
FROM
    ref_document_types 
WHERE
    document_type_code = 'Paper'","0"
"CUBES-spider","e_learning","0028","
SELECT
    T0.course_name 
FROM
    courses AS T0 
JOIN
    student_course_enrolment AS T1 
        ON T0.course_id = T1.student_id 
        AND T0.course_id = T1.course_id 
WHERE
    T0.course_id > 1","10"
"CUBES-spider","loan_1","0001","
SELECT
    max(branch_id) 
FROM
    bank","0"
"CUBES-spider","cre_Doc_Control_Systems","0005","
SELECT
    shipping_agent_name 
FROM
    ref_shipping_agents","0"
"CUBES-spider","cre_Doc_Control_Systems","0008","
SELECT
    role_description 
FROM
    roles 
WHERE
    role_code = 'ED'","0"
"CUBES-spider","cre_Doc_Control_Systems","0009","
SELECT
    count(employee_id) 
FROM
    employees","0"
"CUBES-spider","loan_1","0006","
SELECT
    city,
    state 
FROM
    bank 
WHERE
    bname = 'morningside'","0"
"CUBES-spider","loan_1","0007","
SELECT
    bname 
FROM
    bank 
WHERE
    state = 'New York' 
ORDER BY
    bname DESC","0"
"CUBES-spider","loan_1","0008","
SELECT
    cust_name 
FROM
    customer 
ORDER BY
    cust_name ASC","0"
"CUBES-spider","loan_1","0009","
SELECT
    T0.cust_name 
FROM
    customer AS T0 
JOIN
    loan AS T1 
        ON T0.cust_id = T1.loan_id 
        AND T0.cust_id = T1.cust_id 
ORDER BY
    T0.cust_name DESC","0"
"CUBES-spider","train_station","0019","
SELECT
    location 
FROM
    station 
GROUP BY
    location 
HAVING
    min(station_id) > 1 
ORDER BY
    location ASC","33"
"CUBES-spider","train_station","0018","
SELECT
    T0.name 
FROM
    station AS T0 
JOIN
    train_station AS T1 
        ON T0.station_id = T1.train_id 
        AND T0.station_id = T1.station_id 
WHERE
    T0.number_of_platforms > 2 
ORDER BY
    T0.name DESC","2"
"CUBES-spider","train_station","0017","
SELECT
    T0.name 
FROM
    station AS T0 
JOIN
    train_station AS T1 
        ON T0.station_id = T1.train_id 
WHERE
    T0.station_id = 1","31"
"CUBES-spider","train_station","0016","
SELECT
    T2.name,
    T2.time 
FROM
    station AS T0 
JOIN
    train_station AS T1 
        ON T0.station_id = T1.station_id 
JOIN
    train AS T2 
        ON T1.train_id = T2.train_id 
WHERE
    T0.location = 'London' 
ORDER BY
    T2.time DESC","45"
"CUBES-spider","train_station","0015","
SELECT
    T0.name,
    T2.name 
FROM
    station AS T0 
JOIN
    train_station AS T1 
        ON T0.station_id = T1.station_id 
JOIN
    train AS T2 
        ON T1.train_id = T2.train_id","6"
"CUBES-spider","train_station","0014","No solution found","TimeOut"
"CUBES-spider","train_station","0013","
SELECT
    name,
    service 
FROM
    train","8"
"CUBES-spider","e_learning","0034","No solution found","TimeOut"
"CUBES-spider","train_station","0012","
SELECT
    max(train_id) 
FROM
    train","0"
"CUBES-spider","e_learning","0033","
SELECT
    T1.date_of_enrolment,
    T1.date_of_completion 
FROM
    students AS T0 
JOIN
    student_course_enrolment AS T1 
        ON T0.student_id = T1.student_id 
WHERE
    T0.personal_name = 'Karson'","7"
"CUBES-spider","train_station","0011","
SELECT
    name,
    time,
    service 
FROM
    train","0"
"CUBES-spider","e_learning","0036","No solution found","TimeOut"
"CUBES-spider","train_station","0010","
SELECT
    location 
FROM
    station 
WHERE
    station_id = 1","0"
"CUBES-spider","e_learning","0035","
SELECT
    T0.student_id,
    T0.login_name 
FROM
    students AS T0 
JOIN
    student_course_enrolment AS T1 
        ON T0.student_id = T1.student_id 
        AND T0.student_id = T1.course_id 
WHERE
    T0.student_id > 1","7"
"CUBES-spider","e_learning","0030","No solution found","TimeOut"
"CUBES-spider","e_learning","0032","
SELECT
    T0.date_of_completion 
FROM
    student_course_enrolment AS T0 
JOIN
    student_tests_taken AS T1 
        ON T0.registration_id = T1.registration_id 
WHERE
    T1.test_result = 'Fail'","6"
"CUBES-spider","e_learning","0031","
SELECT
    T0.date_of_enrolment 
FROM
    student_course_enrolment AS T0 
JOIN
    student_tests_taken AS T1 
        ON T0.registration_id = T1.registration_id 
WHERE
    T1.test_result = 'Pass'","1"
"CUBES-spider","loan_1","0013","
SELECT
    max(no_of_loans) 
FROM
    customer","0"
"CUBES-spider","loan_1","0014","
SELECT
    T0.cust_name,
    T0.acc_bal 
FROM
    (SELECT
        cust_name,
        acc_bal,
        no_of_loans 
    FROM
        customer) AS T0 
LEFT JOIN
    (
        SELECT
            cust_id,
            branch_id 
        FROM
            customer
    ) AS T1 
        ON T0.no_of_loans = T1.branch_id 
WHERE
    T1.cust_id <> 'a' 
ORDER BY
    T0.cust_name DESC","40"
"CUBES-spider","loan_1","0015","
SELECT
    sum(acc_bal) 
FROM
    customer 
WHERE
    state = 'Utah' 
    OR state = 'Texas'","1"
"CUBES-spider","e_learning","0038","No solution found","TimeOut"
"CUBES-spider","e_learning","0037","No solution found","TimeOut"
"CUBES-spider","loan_1","0010","
SELECT
    state,
    acc_type,
    credit_score 
FROM
    customer 
WHERE
    no_of_loans = 0","0"
"CUBES-spider","loan_1","0011","
SELECT
    count(DISTINCT city) 
FROM
    bank","0"
"CUBES-spider","e_learning","0039","
SELECT
    min(T1.student_id) 
FROM
    students AS T0 
JOIN
    student_course_enrolment AS T1 
        ON T0.student_id = T1.registration_id","42"
"CUBES-spider","loan_1","0012","
SELECT
    count(DISTINCT city) 
FROM
    bank","0"
"CUBES-spider","loan_1","0017","
SELECT
    cust_name 
FROM
    customer 
WHERE
    acc_type <> 'saving'","0"
"CUBES-spider","loan_1","0018","
SELECT
    T0.cust_name 
FROM
    customer AS T0 
JOIN
    loan AS T1 
        ON T0.cust_id = T1.loan_id 
WHERE
    T1.loan_type <> 'Mortgages' 
ORDER BY
    T0.cust_name ASC","1"
"CUBES-spider","loan_1","0019","
SELECT
    T0.cust_name 
FROM
    customer AS T0 
JOIN
    loan AS T1 
        ON T0.cust_id = T1.loan_id 
WHERE
    T1.loan_type = 'Mortgages' 
    AND T1.loan_type <> 'Auto'","1"
"CUBES-spider","train_station","0009","
SELECT
    min(location) 
FROM
    station 
WHERE
    station_id < 15","4"
"CUBES-spider","train_station","0008","
SELECT
    location 
FROM
    station 
WHERE
    number_of_platforms > 15 
    AND station_id < 25 
GROUP BY
    location 
ORDER BY
    location DESC","11"
"CUBES-spider","train_station","0007","
SELECT
    location,
    sum(number_of_platforms),
    sum(total_passengers) 
FROM
    station 
GROUP BY
    location 
ORDER BY
    location ASC","26"
"CUBES-spider","train_station","0006","
SELECT
    avg(total_passengers),
    max(total_passengers) 
FROM
    station 
WHERE
    location = 'London' 
    OR location = 'Glasgow'","4"
"CUBES-spider","train_station","0005","
SELECT
    name,
    main_services 
FROM
    station 
WHERE
    station_id <= 3 
ORDER BY
    name DESC","0"
"CUBES-spider","train_station","0004","
SELECT
    name,
    total_passengers 
FROM
    station 
WHERE
    location <> 'London' 
ORDER BY
    name ASC","4"
"CUBES-spider","train_station","0003","
SELECT
    location 
FROM
    station 
GROUP BY
    location","15"
"CUBES-spider","train_station","0002","
SELECT
    name,
    location,
    number_of_platforms 
FROM
    station","0"
"CUBES-spider","train_station","0001","
SELECT
    max(station_id) 
FROM
    station","2"
"CUBES-spider","loan_1","0024","
SELECT
    T0.cust_name 
FROM
    customer AS T0 
JOIN
    loan AS T1 
        ON T0.cust_id = T1.loan_id 
WHERE
    T0.no_of_loans > 1","1"
"CUBES-spider","loan_1","0025","
SELECT
    state 
FROM
    bank 
WHERE
    branch_id = 1","0"
"CUBES-spider","loan_1","0026","No solution found","TimeOut"
"CUBES-spider","loan_1","0027","
SELECT
    acc_bal,
    state 
FROM
    customer 
WHERE
    credit_score > 100","0"
"CUBES-spider","loan_1","0020","
SELECT
    min(cust_name) 
FROM
    customer 
GROUP BY
    acc_type 
ORDER BY
    min(cust_name) DESC","0"
"CUBES-spider","loan_1","0021","
SELECT
    min(bname) 
FROM
    bank 
WHERE
    branch_id > 1","20"
"CUBES-spider","loan_1","0022","
SELECT
    cust_name 
FROM
    customer 
WHERE
    no_of_loans = 1","0"
"CUBES-spider","loan_1","0023","
SELECT
    cust_name,
    acc_type,
    acc_bal 
FROM
    customer 
WHERE
    no_of_loans < 1","0"
"CUBES-spider","loan_1","0028","No solution found","TimeOut"
"CUBES-spider","loan_1","0029","
SELECT
    T0.cust_name 
FROM
    customer AS T0 
JOIN
    loan AS T1 
        ON T0.cust_id = T1.loan_id 
WHERE
    T0.no_of_loans > 1","1"
"CUBES-spider","loan_1","0035","
SELECT
    T0.cust_name 
FROM
    customer AS T0 
JOIN
    loan AS T1 
        ON T0.cust_id = T1.loan_id 
WHERE
    T0.acc_bal > 3000","1"
"PATSQL-Kaggle","kaggle","1_4_X_2","
SELECT
    indicator_code,
    indicator_name,
    count(country_name) 
FROM
    international_education 
WHERE
    year = 2016 
GROUP BY
    indicator_name,
    indicator_code 
HAVING
    count(country_name) >= 5 
ORDER BY
    indicator_name DESC","32"
"CUBES-spider","loan_1","0036","
SELECT
    T0.bname,
    T0.city 
FROM
    bank AS T0 
LEFT JOIN
    (
        SELECT
            max(loan_id) AS max_loan_id,
            count(loan_id) AS count_loan_id 
        FROM
            loan
    ) AS T1 
        ON T0.branch_id = T1.count_loan_id 
WHERE
    T1.max_loan_id <> 'Business'","44"
"CUBES-spider","loan_1","0037","
SELECT
    T0.bname 
FROM
    bank AS T0 
JOIN
    customer AS T1 
        ON T0.branch_id = T1.no_of_loans 
JOIN
    loan AS T2 
        ON T1.cust_id = T2.loan_id 
WHERE
    T0.branch_id < 100 
ORDER BY
    T0.bname DESC","8"
"CUBES-spider","loan_1","0038","No solution found","TimeOut"
"CUBES-spider","loan_1","0031","
SELECT
    min(T0.bname) 
FROM
    bank AS T0 
LEFT JOIN
    loan AS T1 
        ON T0.branch_id = T1.amount 
WHERE
    T0.branch_id > 1","6"
"CUBES-spider","loan_1","0032","
SELECT
    T0.bname 
FROM
    bank AS T0 
JOIN
    customer AS T1 
        ON T0.branch_id = T1.no_of_loans 
JOIN
    loan AS T2 
        ON T1.cust_id = T2.loan_id 
WHERE
    T0.branch_id < 100 
    AND T0.branch_id > 1","14"
"CUBES-spider","loan_1","0033","No solution found","TimeOut"
"CUBES-spider","loan_1","0034","
SELECT
    T0.cust_name,
    T0.credit_score 
FROM
    customer AS T0 
JOIN
    loan AS T1 
        ON T0.cust_id = T1.loan_id 
        AND T0.cust_id = T1.cust_id 
ORDER BY
    T0.cust_name ASC","0"
"CUBES-spider","loan_1","0039","
SELECT
    avg(T0.credit_score) 
FROM
    customer AS T0 
JOIN
    loan AS T1 
        ON T0.cust_id = T1.loan_id 
        AND T0.cust_id = T1.cust_id","3"
"CUBES-spider","train_station","0023","
SELECT
    name,
    location 
FROM
    station","4"
"CUBES-spider","train_station","0022","
SELECT
    T2.name 
FROM
    station AS T0 
JOIN
    train_station AS T1 
        ON T0.station_id = T1.train_id 
JOIN
    train AS T2 
        ON T1.station_id = T2.train_id 
WHERE
    T0.location <> 'London' 
ORDER BY
    T2.name DESC","63"
"CUBES-spider","train_station","0021","No solution found","TimeOut"
"CUBES-spider","loan_1","0030","
SELECT
    T0.cust_name,
    T0.acc_type 
FROM
    customer AS T0 
JOIN
    loan AS T1 
        ON T0.cust_id = T1.loan_id 
        AND T0.cust_id = T1.cust_id 
WHERE
    T0.acc_bal < 5000","1"
